Genre_1,Genre_2,Genre_3,Shirt,Shoes,Sweater,Pants,Accessories
Soul/R&B,Blues,Classical,Casual Tee,Formal Shoes,Formal Jacket,Casual Jeans,Casual Hat
Dance,Pop,Acoustic,Casual Tee,Casual Sneakers,Generic Sweater,Formal Trousers,Formal Tie
Country,Pop,Reggae,Denim Vest,Rustic Loafers,Country Cardigan,Bootcut Jeans,Cowboy Hat
Pop,Country,Hip Hop/Rap,Casual Tee,Casual Sneakers,Generic Sweater,Generic Pants,Casual Hat
Dance,Punk,Rock,Casual Tee,Generic Shoes,Casual Hoodie,Generic Pants,Casual Hat
Country,World Music,Easy Listening,Denim Vest,Rustic Loafers,Country Cardigan,Bootcut Jeans,Bolo Tie
Soul/R&B,Ambient,Instrumental,Generic Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Latin,Indie,Soul/R&B,Formal Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Casual Hat
Other,Reggae,Dance,Generic Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Formal Tie
Reggae,Acoustic,Folk,Formal Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Formal Tie
Vocal,Experimental,Electronic,Casual Tee,Generic Shoes,Generic Sweater,Generic Pants,Generic Accessory
Blues,Indie,Folk,Formal Shirt,Formal Shoes,Formal Jacket,Formal Trousers,Formal Tie
Soul/R&B,Vocal,Other,Formal Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Formal Tie
Punk,Ambient,Vocal,Formal Shirt,Casual Sneakers,Casual Hoodie,Formal Trousers,Casual Hat
Country,Blues,Soul/R&B,Denim Vest,Cowboy Boots,Country Cardigan,Bootcut Jeans,Cowboy Hat
Pop,Reggae,Punk,Formal Shirt,Formal Shoes,Formal Jacket,Formal Trousers,Formal Tie
Acoustic,Hip Hop/Rap,Vocal,Casual Tee,Casual Sneakers,Formal Jacket,Casual Jeans,Formal Tie
Hip Hop/Rap,Ambient,Other,Generic Shirt,Formal Shoes,Casual Hoodie,Casual Jeans,Generic Accessory
Indie,Ambient,Vocal,Generic Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Acoustic,Easy Listening,Metal,Formal Shirt,Formal Shoes,Generic Sweater,Generic Pants,Generic Accessory
Punk,Pop,Jazz,Formal Shirt,Generic Shoes,Generic Sweater,Generic Pants,Casual Hat
Metal,World Music,Easy Listening,Formal Shirt,Generic Shoes,Generic Sweater,Generic Pants,Formal Tie
Dance,Classical,Soul/R&B,Casual Tee,Casual Sneakers,Formal Jacket,Casual Jeans,Generic Accessory
Indie,Soul/R&B,Hip Hop/Rap,Formal Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Generic Accessory
Indie,World Music,Rock,Generic Shirt,Generic Shoes,Formal Jacket,Generic Pants,Casual Hat
Soul/R&B,Jazz,Classical,Formal Shirt,Casual Sneakers,Formal Jacket,Casual Jeans,Formal Tie
Easy Listening,Other,Latin,Formal Shirt,Formal Shoes,Formal Jacket,Formal Trousers,Generic Accessory
Experimental,Easy Listening,Metal,Generic Shirt,Formal Shoes,Casual Hoodie,Casual Jeans,Generic Accessory
Acoustic,Vocal,Dance,Generic Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Casual Hat
Electronic,Folk,Pop,LED Jacket,Glowing Sneakers,Futuristic Sweater,LED Pants,Glowing Bracelet
Country,Folk,Pop,Plaid Shirt,Cowboy Boots,Country Cardigan,Denim Overalls,Bolo Tie
Experimental,Latin,Pop,Generic Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Casual Hat
Latin,Experimental,Jazz,Generic Shirt,Generic Shoes,Formal Jacket,Formal Trousers,Casual Hat
Indie,Easy Listening,Country,Formal Shirt,Casual Sneakers,Formal Jacket,Generic Pants,Formal Tie
Vocal,Indie,Dance,Formal Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Casual Hat
Experimental,Hip Hop/Rap,Latin,Casual Tee,Casual Sneakers,Casual Hoodie,Formal Trousers,Formal Tie
Dance,Electronic,Classical,Casual Tee,Casual Sneakers,Casual Hoodie,Generic Pants,Formal Tie
Latin,Acoustic,Hip Hop/Rap,Formal Shirt,Casual Sneakers,Formal Jacket,Casual Jeans,Casual Hat
Rock,Vocal,Electronic,Studded Vest,Leather Boots,Rock Band Hoodie,Ripped Jeans,Choker
World Music,Rock,Classical,Formal Shirt,Casual Sneakers,Casual Hoodie,Formal Trousers,Generic Accessory
World Music,Punk,Indie,Casual Tee,Casual Sneakers,Generic Sweater,Generic Pants,Formal Tie
Blues,Soul/R&B,Classical,Generic Shirt,Casual Sneakers,Casual Hoodie,Casual Jeans,Casual Hat
Reggae,World Music,Experimental,Generic Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Reggae,Indie,Country,Formal Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Formal Tie
Country,Easy Listening,World Music,Denim Vest,Rustic Loafers,Country Cardigan,Bootcut Jeans,Bolo Tie
Electronic,Instrumental,Acoustic,Futuristic Hoodie,Light-up Shoes,Futuristic Sweater,Futuristic Trousers,LED Necklace
Indie,Instrumental,Other,Formal Shirt,Casual Sneakers,Casual Hoodie,Formal Trousers,Casual Hat
Vocal,Instrumental,Country,Formal Shirt,Generic Shoes,Formal Jacket,Formal Trousers,Formal Tie
Other,Indie,Country,Casual Tee,Casual Sneakers,Formal Jacket,Formal Trousers,Casual Hat
Metal,Blues,World Music,Casual Tee,Casual Sneakers,Casual Hoodie,Formal Trousers,Casual Hat
Pop,Easy Listening,Other,Generic Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Formal Tie
Classical,Metal,Instrumental,Blazer,Classic Shoes,Vest,Tailored Pants,Silk Scarf
Country,Indie,Metal,Denim Vest,Cowboy Boots,Country Cardigan,Bootcut Jeans,Bolo Tie
Instrumental,Hip Hop/Rap,Classical,Formal Shirt,Formal Shoes,Generic Sweater,Formal Trousers,Formal Tie
Reggae,Hip Hop/Rap,Experimental,Generic Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Pop,Other,Ambient,Formal Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Experimental,Dance,Hip Hop/Rap,Formal Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Generic Accessory
Other,Latin,Instrumental,Formal Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Formal Tie
Country,Easy Listening,Ambient,Plaid Shirt,Rustic Loafers,Knit Sweater,Bootcut Jeans,Bolo Tie
Punk,Easy Listening,Pop,Formal Shirt,Generic Shoes,Generic Sweater,Generic Pants,Formal Tie
Dance,Experimental,Country,Formal Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Generic Accessory
Easy Listening,Dance,Ambient,Casual Tee,Generic Shoes,Casual Hoodie,Casual Jeans,Formal Tie
Punk,Reggae,Instrumental,Casual Tee,Casual Sneakers,Formal Jacket,Formal Trousers,Generic Accessory
Jazz,Easy Listening,Hip Hop/Rap,Silk Shirt,Classic Loafers,Casual Blazer,Slacks,Fedora Hat
Instrumental,Reggae,Rock,Generic Shirt,Generic Shoes,Formal Jacket,Generic Pants,Generic Accessory
Pop,Acoustic,World Music,Generic Shirt,Generic Shoes,Formal Jacket,Formal Trousers,Casual Hat
Blues,Indie,Electronic,Generic Shirt,Formal Shoes,Generic Sweater,Formal Trousers,Generic Accessory
Metal,Other,Electronic,Casual Tee,Casual Sneakers,Casual Hoodie,Generic Pants,Formal Tie
Punk,Reggae,Pop,Generic Shirt,Generic Shoes,Formal Jacket,Generic Pants,Formal Tie
Blues,Soul/R&B,Experimental,Generic Shirt,Formal Shoes,Generic Sweater,Generic Pants,Formal Tie
Experimental,Hip Hop/Rap,Punk,Formal Shirt,Formal Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Ambient,Indie,Punk,Generic Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Formal Tie
Jazz,Acoustic,Instrumental,Silk Shirt,Suede Shoes,Jazz Club Hoodie,Slacks,Fedora Hat
Jazz,Country,Metal,Silk Shirt,Classic Loafers,Casual Blazer,Slacks,Fedora Hat
Punk,Country,Soul/R&B,Casual Tee,Generic Shoes,Formal Jacket,Formal Trousers,Generic Accessory
Country,Pop,Instrumental,Denim Vest,Cowboy Boots,Country Cardigan,Bootcut Jeans,Cowboy Hat
Instrumental,Dance,World Music,Formal Shirt,Formal Shoes,Casual Hoodie,Casual Jeans,Generic Accessory
Latin,Instrumental,Soul/R&B,Generic Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Casual Hat
Experimental,Punk,World Music,Generic Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Formal Tie
Rock,Jazz,Vocal,Band Tee,Studded Sneakers,Denim Jacket,Leather Pants,Leather Bracelet
Other,World Music,Metal,Casual Tee,Formal Shoes,Formal Jacket,Generic Pants,Formal Tie
Latin,Reggae,Other,Generic Shirt,Casual Sneakers,Formal Jacket,Casual Jeans,Casual Hat
Country,Pop,Blues,Denim Vest,Cowboy Boots,Country Cardigan,Bootcut Jeans,Bolo Tie
Punk,Other,Electronic,Generic Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Formal Tie
Jazz,Pop,Acoustic,Silk Shirt,Suede Shoes,Casual Blazer,Slacks,Fedora Hat
Folk,Indie,Acoustic,Casual Tee,Formal Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Classical,Experimental,Punk,Formal Shirt,Classic Shoes,Formal Jacket,Formal Trousers,Cufflinks
Soul/R&B,Acoustic,Metal,Casual Tee,Formal Shoes,Generic Sweater,Generic Pants,Formal Tie
Metal,Other,Punk,Generic Shirt,Formal Shoes,Formal Jacket,Formal Trousers,Generic Accessory
World Music,Acoustic,Latin,Generic Shirt,Casual Sneakers,Formal Jacket,Generic Pants,Formal Tie
Experimental,Metal,Instrumental,Generic Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Generic Accessory
Vocal,Punk,Country,Generic Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Formal Tie
Easy Listening,Acoustic,Classical,Formal Shirt,Generic Shoes,Formal Jacket,Generic Pants,Casual Hat
Acoustic,Classical,Soul/R&B,Formal Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Formal Tie
Reggae,Punk,Vocal,Casual Tee,Generic Shoes,Generic Sweater,Formal Trousers,Formal Tie
Folk,Acoustic,Easy Listening,Formal Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Formal Tie
Latin,Vocal,Soul/R&B,Generic Shirt,Generic Shoes,Generic Sweater,Generic Pants,Casual Hat
Classical,Rock,Soul/R&B,Formal Shirt,Elegant Loafers,Formal Jacket,Formal Trousers,Silk Scarf
Indie,Other,Acoustic,Formal Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Formal Tie
Reggae,Rock,Ambient,Formal Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Generic Accessory
Acoustic,Indie,Folk,Generic Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Formal Tie
Blues,Vocal,Jazz,Formal Shirt,Generic Shoes,Formal Jacket,Formal Trousers,Casual Hat
Other,Country,Reggae,Casual Tee,Generic Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Rock,World Music,Blues,Band Tee,Leather Boots,Denim Jacket,Ripped Jeans,Leather Bracelet
World Music,Other,Vocal,Casual Tee,Casual Sneakers,Generic Sweater,Formal Trousers,Generic Accessory
Soul/R&B,World Music,Rock,Generic Shirt,Casual Sneakers,Generic Sweater,Casual Jeans,Formal Tie
Reggae,Blues,Other,Generic Shirt,Formal Shoes,Casual Hoodie,Casual Jeans,Generic Accessory
Electronic,World Music,Latin,LED Jacket,Glowing Sneakers,Electronic Band Hoodie,LED Pants,Glowing Bracelet
Indie,Pop,Reggae,Casual Tee,Formal Shoes,Generic Sweater,Casual Jeans,Casual Hat
Hip Hop/Rap,Rock,Classical,Formal Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Other,Experimental,Folk,Casual Tee,Formal Shoes,Generic Sweater,Casual Jeans,Formal Tie
Classical,Blues,Ambient,Formal Shirt,Classic Shoes,Vest,Tailored Pants,Cufflinks
Punk,Latin,Rock,Casual Tee,Casual Sneakers,Formal Jacket,Formal Trousers,Generic Accessory
Indie,Experimental,Latin,Formal Shirt,Formal Shoes,Formal Jacket,Generic Pants,Generic Accessory
World Music,Acoustic,Pop,Formal Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Casual Hat
Blues,Jazz,Punk,Casual Tee,Formal Shoes,Formal Jacket,Generic Pants,Casual Hat
Electronic,Country,Easy Listening,Neon Tee,Light-up Shoes,Futuristic Sweater,Futuristic Trousers,Glowing Bracelet
Electronic,Experimental,Pop,Neon Tee,Glowing Sneakers,Futuristic Sweater,Futuristic Trousers,Glowing Bracelet
Blues,Reggae,Instrumental,Casual Tee,Casual Sneakers,Generic Sweater,Casual Jeans,Generic Accessory
Blues,Acoustic,Dance,Casual Tee,Formal Shoes,Casual Hoodie,Casual Jeans,Generic Accessory
Acoustic,Rock,Pop,Generic Shirt,Formal Shoes,Formal Jacket,Generic Pants,Generic Accessory
Instrumental,Rock,Indie,Formal Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Folk,Indie,Country,Casual Tee,Generic Shoes,Casual Hoodie,Formal Trousers,Casual Hat
Instrumental,Soul/R&B,Rock,Formal Shirt,Generic Shoes,Generic Sweater,Formal Trousers,Formal Tie
Soul/R&B,Punk,Latin,Formal Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Formal Tie
Metal,Experimental,Ambient,Generic Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Generic Accessory
Easy Listening,World Music,Vocal,Casual Tee,Casual Sneakers,Formal Jacket,Formal Trousers,Formal Tie
Dance,Vocal,Reggae,Formal Shirt,Casual Sneakers,Formal Jacket,Generic Pants,Casual Hat
Easy Listening,Rock,Indie,Generic Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Generic Accessory
Easy Listening,Latin,Rock,Generic Shirt,Formal Shoes,Generic Sweater,Formal Trousers,Formal Tie
Reggae,Blues,World Music,Casual Tee,Casual Sneakers,Generic Sweater,Formal Trousers,Formal Tie
Rock,World Music,Blues,Band Tee,Studded Sneakers,Rock Band Hoodie,Ripped Jeans,Choker
Rock,Folk,World Music,Band Tee,Leather Boots,Denim Jacket,Leather Pants,Choker
Hip Hop/Rap,Ambient,Indie,Generic Shirt,Casual Sneakers,Casual Hoodie,Casual Jeans,Generic Accessory
Blues,Reggae,Hip Hop/Rap,Formal Shirt,Casual Sneakers,Casual Hoodie,Formal Trousers,Formal Tie
Reggae,Latin,Pop,Formal Shirt,Casual Sneakers,Formal Jacket,Formal Trousers,Formal Tie
Acoustic,Ambient,Instrumental,Formal Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Formal Tie
World Music,Experimental,Vocal,Formal Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Casual Hat
Experimental,Blues,Other,Formal Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Formal Tie
Experimental,Country,Latin,Casual Tee,Generic Shoes,Formal Jacket,Casual Jeans,Formal Tie
Metal,World Music,Classical,Casual Tee,Generic Shoes,Casual Hoodie,Generic Pants,Casual Hat
Other,Punk,World Music,Generic Shirt,Generic Shoes,Formal Jacket,Formal Trousers,Casual Hat
Vocal,Pop,Folk,Casual Tee,Casual Sneakers,Casual Hoodie,Formal Trousers,Casual Hat
Indie,Rock,Punk,Formal Shirt,Generic Shoes,Generic Sweater,Generic Pants,Casual Hat
Pop,Rock,Soul/R&B,Formal Shirt,Formal Shoes,Formal Jacket,Formal Trousers,Generic Accessory
Other,Soul/R&B,Ambient,Generic Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Casual Hat
Reggae,Dance,Folk,Generic Shirt,Generic Shoes,Generic Sweater,Formal Trousers,Casual Hat
Metal,Dance,World Music,Formal Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Experimental,Classical,Folk,Formal Shirt,Generic Shoes,Generic Sweater,Generic Pants,Casual Hat
Reggae,Easy Listening,Vocal,Generic Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Country,Blues,Vocal,Plaid Shirt,Rustic Loafers,Knit Sweater,Denim Overalls,Bolo Tie
Electronic,Dance,Latin,Futuristic Hoodie,Light-up Shoes,Futuristic Sweater,LED Pants,Glowing Bracelet
Soul/R&B,Jazz,Vocal,Generic Shirt,Casual Sneakers,Formal Jacket,Generic Pants,Generic Accessory
Classical,Jazz,Reggae,Formal Shirt,Elegant Loafers,Vest,Formal Trousers,Silk Scarf
Experimental,Easy Listening,Metal,Casual Tee,Formal Shoes,Casual Hoodie,Generic Pants,Formal Tie
Punk,Ambient,World Music,Generic Shirt,Generic Shoes,Formal Jacket,Generic Pants,Generic Accessory
Classical,Ambient,Latin,Formal Shirt,Elegant Loafers,Vest,Formal Trousers,Silk Scarf
Country,Indie,Metal,Denim Vest,Rustic Loafers,Country Cardigan,Denim Overalls,Cowboy Hat
Jazz,Hip Hop/Rap,Electronic,Silk Shirt,Suede Shoes,Casual Blazer,Chinos,Pocket Square
Indie,Ambient,Punk,Generic Shirt,Generic Shoes,Generic Sweater,Formal Trousers,Generic Accessory
Other,Easy Listening,Dance,Formal Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Casual Hat
Instrumental,Vocal,World Music,Casual Tee,Formal Shoes,Casual Hoodie,Casual Jeans,Casual Hat
Pop,Jazz,Punk,Casual Tee,Formal Shoes,Casual Hoodie,Generic Pants,Formal Tie
Ambient,Other,Easy Listening,Generic Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Formal Tie
Blues,World Music,Other,Formal Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Casual Hat
Dance,Blues,World Music,Formal Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Latin,Blues,Soul/R&B,Casual Tee,Formal Shoes,Generic Sweater,Formal Trousers,Formal Tie
Other,Vocal,Classical,Generic Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Formal Tie
Latin,Acoustic,Jazz,Casual Tee,Generic Shoes,Generic Sweater,Generic Pants,Casual Hat
Classical,Easy Listening,World Music,Formal Shirt,Classic Shoes,Formal Jacket,Formal Trousers,Silk Scarf
Vocal,Hip Hop/Rap,Metal,Generic Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Casual Hat
Ambient,Soul/R&B,Folk,Formal Shirt,Casual Sneakers,Casual Hoodie,Generic Pants,Formal Tie
Reggae,Easy Listening,Blues,Formal Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Country,Dance,Rock,Plaid Shirt,Cowboy Boots,Country Cardigan,Bootcut Jeans,Bolo Tie
Hip Hop/Rap,Country,Blues,Generic Shirt,Generic Shoes,Generic Sweater,Generic Pants,Formal Tie
Jazz,World Music,Pop,Silk Shirt,Suede Shoes,Jazz Club Hoodie,Chinos,Fedora Hat
Instrumental,Rock,World Music,Casual Tee,Casual Sneakers,Casual Hoodie,Formal Trousers,Generic Accessory
Reggae,Country,Classical,Casual Tee,Generic Shoes,Casual Hoodie,Formal Trousers,Generic Accessory
Hip Hop/Rap,Metal,Classical,Generic Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Electronic,Punk,Instrumental,LED Jacket,Light-up Shoes,Electronic Band Hoodie,LED Pants,LED Necklace
Reggae,Dance,Hip Hop/Rap,Casual Tee,Casual Sneakers,Generic Sweater,Generic Pants,Formal Tie
Instrumental,Easy Listening,Country,Casual Tee,Formal Shoes,Casual Hoodie,Casual Jeans,Casual Hat
World Music,Pop,Vocal,Casual Tee,Casual Sneakers,Generic Sweater,Generic Pants,Casual Hat
Classical,Soul/R&B,Instrumental,Blazer,Elegant Loafers,Vest,Tailored Pants,Silk Scarf
Instrumental,Jazz,Soul/R&B,Formal Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Casual Hat
Electronic,Country,Soul/R&B,Futuristic Hoodie,Glowing Sneakers,Futuristic Sweater,LED Pants,LED Necklace
Punk,Classical,Instrumental,Generic Shirt,Generic Shoes,Formal Jacket,Generic Pants,Formal Tie
Punk,Ambient,Hip Hop/Rap,Formal Shirt,Formal Shoes,Casual Hoodie,Generic Pants,Generic Accessory
Classical,Punk,World Music,Formal Shirt,Classic Shoes,Vest,Tailored Pants,Cufflinks
Reggae,Classical,Folk,Formal Shirt,Generic Shoes,Generic Sweater,Generic Pants,Formal Tie
Vocal,Blues,Country,Formal Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Formal Tie
Soul/R&B,Pop,Metal,Generic Shirt,Formal Shoes,Generic Sweater,Formal Trousers,Generic Accessory
Rock,Metal,Other,Studded Vest,Studded Sneakers,Denim Jacket,Ripped Jeans,Choker
Soul/R&B,Pop,Rock,Formal Shirt,Generic Shoes,Formal Jacket,Formal Trousers,Formal Tie
Country,Soul/R&B,Electronic,Denim Vest,Rustic Loafers,Country Cardigan,Bootcut Jeans,Cowboy Hat
Punk,Other,Reggae,Casual Tee,Formal Shoes,Formal Jacket,Formal Trousers,Casual Hat
Soul/R&B,Blues,Pop,Formal Shirt,Casual Sneakers,Casual Hoodie,Casual Jeans,Casual Hat
Pop,Easy Listening,Vocal,Generic Shirt,Generic Shoes,Formal Jacket,Formal Trousers,Formal Tie
Easy Listening,Reggae,Indie,Formal Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Rock,Other,Indie,Band Tee,Leather Boots,Rock Band Hoodie,Ripped Jeans,Choker
Experimental,Jazz,Ambient,Formal Shirt,Casual Sneakers,Formal Jacket,Casual Jeans,Casual Hat
Rock,Metal,Experimental,Leather Jacket,Leather Boots,Denim Jacket,Ripped Jeans,Choker
Classical,Ambient,Pop,Formal Shirt,Elegant Loafers,Vest,Formal Trousers,Cufflinks
Rock,Country,Instrumental,Studded Vest,Leather Boots,Rock Band Hoodie,Ripped Jeans,Choker
Hip Hop/Rap,Experimental,Pop,Formal Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Folk,Jazz,Ambient,Formal Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Vocal,Indie,Jazz,Formal Shirt,Formal Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Acoustic,Other,Indie,Generic Shirt,Generic Shoes,Formal Jacket,Formal Trousers,Casual Hat
Hip Hop/Rap,Folk,Dance,Casual Tee,Generic Shoes,Generic Sweater,Formal Trousers,Casual Hat
Punk,Metal,Pop,Formal Shirt,Formal Shoes,Generic Sweater,Generic Pants,Generic Accessory
Punk,Metal,Ambient,Formal Shirt,Generic Shoes,Generic Sweater,Generic Pants,Formal Tie
Ambient,Other,Jazz,Generic Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Casual Hat
Dance,Acoustic,Punk,Generic Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Generic Accessory
Classical,Other,Instrumental,Formal Shirt,Classic Shoes,Vest,Tailored Pants,Silk Scarf
Folk,Hip Hop/Rap,Country,Formal Shirt,Casual Sneakers,Generic Sweater,Formal Trousers,Formal Tie
Hip Hop/Rap,Reggae,Pop,Casual Tee,Formal Shoes,Formal Jacket,Formal Trousers,Formal Tie
Vocal,Punk,World Music,Generic Shirt,Generic Shoes,Casual Hoodie,Formal Trousers,Formal Tie
Soul/R&B,Reggae,Folk,Formal Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Casual Hat
Metal,Punk,Rock,Casual Tee,Casual Sneakers,Casual Hoodie,Generic Pants,Casual Hat
Classical,Soul/R&B,Latin,Formal Shirt,Classic Shoes,Vest,Tailored Pants,Silk Scarf
Latin,Metal,World Music,Formal Shirt,Generic Shoes,Generic Sweater,Generic Pants,Generic Accessory
World Music,Hip Hop/Rap,Dance,Casual Tee,Generic Shoes,Casual Hoodie,Generic Pants,Casual Hat
Hip Hop/Rap,Classical,Reggae,Formal Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Formal Tie
Jazz,Experimental,Latin,Vintage Shirt,Classic Loafers,Casual Blazer,Chinos,Fedora Hat
Experimental,Vocal,Blues,Formal Shirt,Generic Shoes,Formal Jacket,Generic Pants,Generic Accessory
Indie,Experimental,Classical,Formal Shirt,Formal Shoes,Generic Sweater,Formal Trousers,Casual Hat
Classical,Punk,Metal,Blazer,Classic Shoes,Formal Jacket,Tailored Pants,Silk Scarf
Experimental,Dance,Instrumental,Formal Shirt,Casual Sneakers,Formal Jacket,Generic Pants,Generic Accessory
Easy Listening,Pop,Latin,Casual Tee,Formal Shoes,Formal Jacket,Formal Trousers,Formal Tie
Folk,Soul/R&B,Punk,Generic Shirt,Casual Sneakers,Generic Sweater,Generic Pants,Casual Hat
Indie,Latin,Rock,Formal Shirt,Casual Sneakers,Formal Jacket,Formal Trousers,Formal Tie
Indie,Hip Hop/Rap,Electronic,Formal Shirt,Casual Sneakers,Formal Jacket,Generic Pants,Casual Hat
Metal,Soul/R&B,Easy Listening,Casual Tee,Casual Sneakers,Formal Jacket,Generic Pants,Casual Hat
Easy Listening,Classical,Rock,Casual Tee,Casual Sneakers,Generic Sweater,Casual Jeans,Casual Hat
Instrumental,Easy Listening,Experimental,Generic Shirt,Formal Shoes,Generic Sweater,Formal Trousers,Formal Tie
Reggae,Electronic,Acoustic,Casual Tee,Formal Shoes,Casual Hoodie,Formal Trousers,Formal Tie
Classical,Soul/R&B,Punk,Blazer,Elegant Loafers,Formal Jacket,Tailored Pants,Silk Scarf
Rock,Experimental,Punk,Studded Vest,Studded Sneakers,Rock Band Hoodie,Ripped Jeans,Choker
Pop,Reggae,Acoustic,Formal Shirt,Generic Shoes,Generic Sweater,Generic Pants,Casual Hat
Dance,Ambient,Metal,Casual Tee,Formal Shoes,Formal Jacket,Casual Jeans,Formal Tie
Electronic,Experimental,Jazz,Futuristic Hoodie,Light-up Shoes,Futuristic Sweater,Futuristic Trousers,LED Necklace
World Music,Jazz,Ambient,Generic Shirt,Casual Sneakers,Casual Hoodie,Casual Jeans,Formal Tie
Pop,Punk,Rock,Formal Shirt,Formal Shoes,Casual Hoodie,Formal Trousers,Formal Tie
Metal,Other,Acoustic,Casual Tee,Generic Shoes,Formal Jacket,Generic Pants,Casual Hat
Classical,Punk,Hip Hop/Rap,Blazer,Elegant Loafers,Formal Jacket,Tailored Pants,Cufflinks
Hip Hop/Rap,Blues,Reggae,Formal Shirt,Generic Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Classical,Experimental,Blues,Formal Shirt,Classic Shoes,Formal Jacket,Tailored Pants,Cufflinks
Latin,Reggae,Electronic,Formal Shirt,Generic Shoes,Casual Hoodie,Casual Jeans,Formal Tie
Indie,Blues,Punk,Generic Shirt,Formal Shoes,Formal Jacket,Casual Jeans,Generic Accessory
Easy Listening,Folk,Indie,Generic Shirt,Casual Sneakers,Formal Jacket,Casual Jeans,Casual Hat
Classical,Reggae,Folk,Formal Shirt,Elegant Loafers,Vest,Tailored Pants,Silk Scarf
Country,Dance,Blues,Plaid Shirt,Cowboy Boots,Country Cardigan,Denim Overalls,Bolo Tie
Folk,World Music,Instrumental,Generic Shirt,Generic Shoes,Casual Hoodie,Generic Pants,Formal Tie
Electronic,Dance,World Music,LED Jacket,Light-up Shoes,Futuristic Sweater,Futuristic Trousers,Glowing Bracelet
Ambient,Punk,Reggae,Casual Tee,Formal Shoes,Generic Sweater,Formal Trousers,Casual Hat
Vocal,Other,Reggae,Formal Shirt,Formal Shoes,Generic Sweater,Generic Pants,Generic Accessory
Punk,Soul/R&B,Ambient,Formal Shirt,Generic Shoes,Generic Sweater,Casual Jeans,Generic Accessory
Vocal,Metal,Classical,Generic Shirt,Generic Shoes,Generic Sweater,Generic Pants,Formal Tie
